Date Printed :4/28/2022 7:43:14 PM										
										
Effective 28-APR-22                                         										
										
Note:Price amounts shown are in US$										
										
PriceList	Category	PartNbr	Part Description	Weight	LeadTime	ListPrice	NetPrice	ReplPartNbr	ReplPartDesc	OrderMultiple
MONARCH Industrial Systems	Control Heads	551207	"NECH-120V Control Head, Electrical, 120VAC, No Local Actuation"	6.1	Call	817.5	408.75			
MONARCH Industrial Systems	Control Heads	551594	ECH/SM-120 ECH-120 Control Head and SM-120 - System Circuit Monitor	8.1	Call	1310	655			
MONARCH Industrial Systems	Control Heads	550853	"MB-P2 Mounting Bracket, Control Head"	1.2	Call	68	34			
MONARCH Industrial Systems	Control Heads	550211	Control Head Connector Package	0	Call	18.75	9.38			
MONARCH Industrial Systems	Circuit Monitors	550303	"SM-24 System Circuit Monitor, 24VDC"	1	Call	479	239.5			
MONARCH Industrial Systems	Circuit Monitors	550302	"SM-120 System Circuit Monitor, 120VAC"	1.5	Call	584.5	292.25			
MONARCH Industrial Systems	Nozzles	551650	"NV-WA Nozzle with Cap, Work Area, Vehicle Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	552175	"NV-SW Nozzle with Cap, Work Area, Vehicle Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551652	"NV-P1 Nozzle with Cap, Overhead Plenum Area, Vehicle Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551653	"NV-DP2 Nozzle with Cap, Exhaust Duct/End Plenum Area, Vehicle Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551651	"NV-UF Nozzle with Cap, Under Floor Plenum Area, Vehicle Paint Booth"	0.2	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551098	"N-SCR Nozzle with Cap, Screening, Open Face Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551099	"N-OTF Nozzle with Cap, Work Area Flooding, Open Face Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551100	"N-PLU Nozzle with Cap, Plenum, Open Face Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551101	"N-DCT Nozzle with Cap, Exhaust Duct, Open Face  and Vehicle Paint Booth"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	551678	"NF-ABC Nozzle with Cap, Total Flooding"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Nozzles	550646	"N-LA-ABC Nozzle with Cap, ABC Local Application, Overhead"	0.5	Call	98.75	49.38			
MONARCH Industrial Systems	Nozzles	550342	"N-LA-BC Nozzle with Cap, BC Local Application, Overhead"	0.5	Call	288.5	144.25			
MONARCH Industrial Systems	Nozzles	550337	"N-TS Nozzle with Cap, Local Application, Tankside"	0.1	Call	94.25	47.13			
MONARCH Industrial Systems	Pull Stations/Accessories	551074	"RPS-M Remote Pull Station, Mechanical"	1.1	Call	112	56			
MONARCH Industrial Systems	Pull Stations/Accessories	551166	"RPS-E2 Remote Pull Station, Electrical"	2	Call	111	55.5			
MONARCH Industrial Systems	Pull Stations/Accessories	550088	RPS-MTR Trim Ring for Flush Mounting RPS-M	0.2	Call	30.25	15.13			
MONARCH Industrial Systems	Pull Stations/Accessories	551709	"RPS-MGR Glass Rods for RPS-M, Package of 20"	0.1	Call	60.25	30.13			
MONARCH Industrial Systems	Pull Stations/Accessories	428661	"Break Rod for RPS-E2 Pull Station,2 in. L x1/4 in. Dia.,  Package of 12"	1	Call	26.25	13.13			
MONARCH Industrial Systems	Pull Stations/Accessories	550299	"RPS-EGR Glass Rods, 2 1/4 in. L x 1/8 in.  Dia., Package of 20"	0.1	Call	106.5	53.25			
MONARCH Industrial Systems	Pull Stations/Accessories	550527	RPS-M Pull Station Back Box (Red)	0.5	Call	32.25	16.13			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	550876	"FLH-25 Hanger, Fusible Link, 25/package"	1.5	Call	213	106.5			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439227	"Fusible Link, 165 deg.F (A-PC Style) 10/package (pkg. price)"	0.3	Call	196.5	98.25			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439228	"Fusible Link, 212 deg.F (A-PC Style) 10/package (pkg. price)"	0.3	Call	196.5	98.25			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439229	"Fusible Link, 280 deg.F (A-PC Style) 10/package (pkg. price)"	0.3	Call	196.5	98.25			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439230	"Fusible Link, 360 deg.F (A-PC Style) 10/package (pkg. price)"	0.3	Call	196.5	98.25			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439231	"Fusible Link, 450 deg.F (A-PC Style) 10/package (pkg. price)"	0.3	Call	196.5	98.25			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439232	"Fusible Link, 500 deg.F, (A-PC Style) 25/package (pkg. price)"	0.3	Call	575	287.5			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	13976	"Detector, Heat, Rate Compensated, 225 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	354	177			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	435547	"Detector, Series (Scissor Linkage) Each"	0.8	Call	55.5	27.75			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	435546	"Detector, Terminal (Scissor Linkage)"	0.7	Call	69.5	34.75			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	440495	"Detector, Terminal (Scissor Linkage), Package of 10"	7	Call	645.5	322.75			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	439515	"Detector, Stainless Steel Hook Assembly, Package of 10"	11	Call	234	117			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	435545	"Detector, Stainless Steel Hook Assembly, Each"	0	Call	27	13.5			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	13975	"Detector, Heat, Rate Compensated, 325 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	326	163			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	13974	"Detector, Heat, Rate Compensated, 450 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	341.5	170.75			
MONARCH Industrial Systems	Fusible Links/Detectors/Accessories	13971	"Detector, Heat, Rate Compensated, 600 deg.F, Vert. (Qty. discount 50+)"	0.3	Call	354	177			
MONARCH Industrial Systems	Detectors	432973	"TD-190 Electric Thermal Detector, 190 F , 24 in. Leads"	0.3	Call	380.5	190.25			
MONARCH Industrial Systems	Detectors	432974	"TD-225 Electric Thermal Detector, 225 F , 24 in. Leads"	0.2	Call	380.5	190.25			
MONARCH Industrial Systems	Corner Pulleys/Tee	415670	"SBP-1 Corner Pulley, Set Screw Type (each)"	0.2	Call	21.75	10.88			
MONARCH Industrial Systems	Corner Pulleys/Tee	551160	"SBP-10 Corner Pulley, Set Screw Type, Package of 10"	2	Call	183	91.5			
MONARCH Industrial Systems	Corner Pulleys/Tee	415671	"SBP-50 Corner Pulley, Set Screw Type, Package of 50"	9.5	Call	830	415			
MONARCH Industrial Systems	Corner Pulleys/Tee	423250	"CBP-1 Corner Pulley, Compression Type (each)"	0.3	Call	24	12			
MONARCH Industrial Systems	Corner Pulleys/Tee	551161	"CBP-1 Corner Pulley, Compression Type, Package of 10"	3	Call	189	94.5			
MONARCH Industrial Systems	Corner Pulleys/Tee	423251	"CBP-50 Corner Pulley, Compression Type, Package of 50"	14.9	Call	989	494.5			
MONARCH Industrial Systems	Corner Pulleys/Tee	550983	"WBP-10 Corner Pulley, Weather Resistant Type, Package of 10"	1.8	Call	152.5	76.25			
MONARCH Industrial Systems	Corner Pulleys/Tee	427929	TP-1 Tee Pulley	0.5	Call	83	41.5			
MONARCH Industrial Systems	Accessories	417788	Swing Check Valve	2.1	Call	439	219.5			
MONARCH Industrial Systems	Cylinders (UL)	550104	PAC-10 Pneumatic Actuating Cylinder	9	Call	759.5	379.75			
MONARCH Industrial Systems	Cylinders (UL)	551559	PAC-10-PS Pneumatic Actuating Cylinder w/Pressure Switch	9	Call	958.5	479.25			
MONARCH Industrial Systems	Actuating Cylinders/Cartridges	550690	PAC-200 Pneumatic Actuating Cylinder	18.4	Call	964	482			
MONARCH Industrial Systems	Actuating Cylinders/Cartridges	551561	PAC-200-PS Pneumatic Actuating Cylinder w/Pressure Switch	20	Call	1197	598.5			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	551059	"16 Gram Carbon Dioxide Actuation Cartridge, Package of 6"	1.2	Call	137.5	68.75			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	417582	"Braided Hose, 8 in.   (20cm)"	0.2	Call	50	25			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	31809	"Braided Hose, 16 in. (41cm)"	0.3	Call	61.5	30.75			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	32336	"Braided Hose, 24 in.  (61cm)"	0.3	Call	63	31.5			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	430815	"Braided Hose, 42 in.  (107cm) - 1/4 NPTF x 7/16-20 Flare"	0.3	Call	58.5	29.25			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	31810	"Male Elbow, 7/16-20 x 1/4 NPT"	0.1	Call	15.25	7.63			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	31811	"Male Tee, 7/16-20 x 1/4 NPT"	0.1	Call	18.75	9.38			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	32338	"Male Straight Connector,  7/16-20 x 1/4   NPT"	0.1	Call	6.85	3.43			
MONARCH Industrial Systems	Gas Valves	550593	"GV-75 Gas Valve, Mechanical, Direct Cable Hookup, 3/4 in. Pipe"	3.1	Call	342	171			
MONARCH Industrial Systems	Gas Valves	550594	"GV-100 Gas Valve, Mechanical, Direct Cable Hookup, 1 in. Pipe"	2.9	Call	383.5	191.75			
MONARCH Industrial Systems	Gas Valves	550595	"GV-125 Gas Valve, Mechanical, Direct Cable Hookup, 1-1/4 in. Pipe"	3.6	Call	404.5	202.25			
MONARCH Industrial Systems	Gas Valves	550596	"GV-150 Gas Valve, Mechanical, Direct Cable Hookup, 1-1/2 in. Pipe"	3.5	Call	441.5	220.75			
MONARCH Industrial Systems	Gas Valves	551049	"GV-200 Gas Valve, Mechanical, Direct Cable Hookup, 2 in. Pipe"	6.2	Call	504.5	252.25			
MONARCH Industrial Systems	Gas Valves	550185	"GV-250 Gas Valve, Mechanical, Direct Cable Hookup, 2-1/2 in. Pipe"	12.2	Call	1135	567.5			
MONARCH Industrial Systems	Gas Valves	550186	"GV-300 Gas Valve, Mechanical, Direct Cable Hookup, 3 in. Pipe"	12.2	Call	1225	612.5			
MONARCH Industrial Systems	Gas Valves	13707	"EGVSO-75 Gas Valve, Electrical, (120 VAC, 60 Hz) 3/4 in. Pipe"	5	Call	358.5	179.25			
MONARCH Industrial Systems	Gas Valves	13708	"EGVSO-100 Gas Valve, Electrical, (120 VAC, 60 Hz) 1 in.  Pipe"	4	Call	526.5	263.25			
MONARCH Industrial Systems	Gas Valves	550360	"EGVSO-125 Gas Valve, Electrical, (120 VAC, 60 Hz) 1-1/4 in. Pipe"	4.2	Call	539	269.5			
MONARCH Industrial Systems	Gas Valves	13709	"EGVSO-150 Gas Valve, Electrical, (120 VAC, 60 Hz) 1-1/2 in. Pipe"	4	Call	607.5	303.75			
MONARCH Industrial Systems	Gas Valves	13710	"EGVSO-200 Gas Valve, Electrical, (120 VAC, 60 Hz) 2 in. Pipe"	5.8	Call	857	428.5			
MONARCH Industrial Systems	Gas Valves	550363	"EGVSO-250 Gas Valve, Electrical, (120 VAC, 60 Hz) 2-1/2 in."	13.5	Call	1401	700.5			
MONARCH Industrial Systems	Gas Valves	17643	"EGVSO-300 Gas Valve, Electrical, (120 VAC, 60 Hz) 3 in."	12.1	Call	1788	894			
MONARCH Industrial Systems	Gas Valves	550603	"GVB Box Assembly, Gas Valve, Red"	1.1	Call	65.5	32.75			
MONARCH Industrial Systems	Switches	550077	Alarm Initiating Switch	0.2	Call	36	18			
MONARCH Industrial Systems	Switches	550227	"MS-SPDT Switch, Single-Pole Double-Throw"	0.2	Call	72.25	36.13			
MONARCH Industrial Systems	Switches	550237	"MS-DPDT Switch, Double-Pole Double-Throw"	0.3	Call	146	73			
MONARCH Industrial Systems	Switches	550230	"MS-4PDT-CH Switch, Four-Pole Double-Throw"	0.5	Call	303	151.5			
MONARCH Industrial Systems	Switches	551154	MS-SPDT One-Switch Kit (New)	0.2	Call	39.25	19.63			
MONARCH Industrial Systems	Switches	551155	MS-DPDT Two-Switch Kit (New)	0.2	Call	76.25	38.13			
MONARCH Industrial Systems	Switches	551156	MS-3PDT Three-Switch Kit (New)	0.2	Call	115	57.5			
MONARCH Industrial Systems	Switches	551157	MS-4PDT Four-Switch Kit (New)	0.3	Call	157.5	78.75			
MONARCH Industrial Systems	Switches	550052	"PS-SPDT-XP Pressure Switch, Explosion Proof, Single-Pole Double-Throw"	2	Call	2767	1383.5			
MONARCH Industrial Systems	Switches	552173	Micro Switch Extension Kit	0.1	Call	25.25	12.63			
MONARCH Industrial Systems	Wire Rope/Accessories	15821	"WR-50 Wire Rope, Stainless Steel, 1/16 in. Dia., 50 feet"	0.4	Call	57.25	28.63			
MONARCH Industrial Systems	Wire Rope/Accessories	79653	"WR-500 Wire Rope, Stainless Steel, 1/16 in. Dia., 500 feet"	4.8	Call	234	117			
MONARCH Industrial Systems	Wire Rope/Accessories	550121	"SH-100 S-Hooks, Package of 100"	0.7	Call	32	16			
MONARCH Industrial Systems	Accessories	24751	"BAC-612 Bell, 6 in., 120 VAC"	0.7	Call	181	90.5			
MONARCH Industrial Systems	Accessories	417788	Swing Check Valve	2.1	Call	439	219.5			
MONARCH Industrial Systems	Accessories	550235	FR-25SBC Flow Resistor for Local Application using PCI-25SBC	0.1	Call	32.75	16.38			
MONARCH Industrial Systems	Accessories	550861	"172 Quickseal Adaptor, 3/4? (each)"	0.5	Call	51.75	25.88			
MONARCH Industrial Systems	Accessories	550862	"175 Quickseal Adaptor, 3/4?, Package of 24"	12.9	Call	1066	533			
MONARCH Industrial Systems	Accessories	550863	"213 Quikseal Adaptor, 1 in. (each)"	0.9	Call	74.5	37.25			
MONARCH Industrial Systems	Accessories	550864	"216 Quikseal Adaptor, 1 in., Package of 12"	10.9	Call	764	382			
MONARCH Industrial Systems	Corner Pulleys/Tee	55813	EMT Compression Connector 1/2 in.	0.08	Call	3.28	1.64			
MONARCH Industrial Systems	Accessories	550877	VT-2 Dry Valve Tool	0.1	Call	76.25	38.13			
MONARCH Industrial Systems	Cartridge/Actuation Accessories	550829	PDA-D2 Pneumatic Discharge Adaptor	0.7	Call	83.75	41.88			
MONARCH Industrial Systems	Accessories	551511	"TD-10 Time Delay, Vehicle Paint Spray Booth"	4.6	Call	379.5	189.75			
MONARCH Industrial Systems	Accessories	550695	"RC-50-BC Dry Chemical, Sodium Bicarbonate, 50 lb. Pail"	57	Call	142	71			
MONARCH Industrial Systems	Accessories	551736	Blowdown Adaptor Kit	34.5	Call	110.5	55.25			
MONARCH Industrial Systems	Accessories	550696	"RC-50-ABC, Dry Chemical, Monoammonium Phosphate, 50 lb. Pail"	59	Call	345	172.5			
MONARCH Industrial Systems	Spare Parts	550333	"Nozzle Cap, Industrial"	57	Call	15.25	7.63			
MONARCH Industrial Systems	Spare Parts	550644	"Nozzle Cap for N-LA-BC, N-LA-ABC"	0.1	Call	12	6			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550812	"Dry Valve Assembly, Complete"	2.5	Call	191	95.5			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550037	"Rebuilding Kit, Dry Valve"	0.1	Call	35	17.5			
MONARCH Industrial Systems	Spare Parts	550261	"Washer, Dry Valve"	0.1	Call	5.1	2.55			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550636	"O-ring, Dry Valve"	0.1	Call	6.65	3.33			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550805	"Piston, Dry Valve"	0.3	Call	16.5	8.25			
MONARCH Industrial Systems	Spare Parts	550024	"E-Clip, Dry Valve"	0.1	Call	6.45	3.23			
MONARCH Industrial Systems	ATDII-35BC/80BC Rebuild Parts	550022	"Spring, Dry Valve"	0.1	Call	6.45	3.23			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550025	"Pressure Gauge, 350 psi, Dry Valve"	0.1	Call	26	13			
MONARCH Industrial Systems	Switches	550045	Pressure Switch PSS-1	0.2	Call	294	147			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550028	"O-Ring, Dry Valve Stem"	0.1	Call	6.6	3.3			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550029	"O-Ring, Dry Valve Body"	0.1	Call	11	5.5			
MONARCH Industrial Systems	ATD-35/75 Rebuild Parts	550130	"Recharge Kit, Dry Valve"	0.2	Call	69.5	34.75			
MONARCH Industrial Systems	Accessories	552182	"DryValve Hydro Test Assembly, ADT 35/75"	1.5	Call	80.75	40.38			
MONARCH Industrial Systems	Spare Parts	550129	"Nozzle O-Ring, Industrial (Purchase in multiples of 10)"	0.1	Call	3.15	1.57			
MONARCH Industrial Systems	Spare Parts	550026	"Relief Plug, High Temperature"	0.1	Call	16.25	8.13			
MONARCH Industrial Systems	Spare Parts	550072	"PC-25T Test Tank, Empty, 25 lb."	22.5	Call	609.5	304.75			
MONARCH Industrial Systems	Spare Parts	550073	"PC-50T Test Tank, Empty, 50 lb."	34.5	Call	1013	506.5			
MONARCH Industrial Systems	Spare Parts	551596	"PC-75T Test Tank, Empty, 75 lb."	41	Call	1615	807.5			
MONARCH Industrial Systems	Spare Parts	55531	Control Head Replacement O-Ring (Not Sold Individually - Must Order Min. 10 pcs. )	0.1	Call	2.09	1.04			
Pyro-Chem Hand Portable Extinguishers	Brackets	25420	"Bracket Assembly (SY2071, SY2072, CD20, CD20A)"	4.5	Call	262	131			
Pyro-Chem Hand Portable Extinguishers	Adaptors	438831	10S Conversion Hook (24 pack)	0	Call	49.25	24.63			
Pyro-Chem Hand Portable Extinguishers	Adaptors	428800	"Hanger Adaptor, Adapts 20 lb. Extinguisher to Water Wall Hook (25 pack)"	0.1	Call	154.5	77.25			
Pyro-Chem Hand Portable Extinguishers	Adaptors	429644	"Adapter, Hydrostatic Test head Adaptor, Dry Chemical/FE-36 Models"	13.9	Call	215.5	107.75			
Pyro-Chem Hand Portable Extinguishers	Adaptors	440623	"Adaptor, Recharge, Comb. Models 02, 05, 10, 20"	0	Call	35	17.5			
Pyro-Chem Hand Portable Extinguishers	Adaptors	429642	"Adaptor Assembly, Recharge"	0.1	Call	55.75	27.88	0.1	"Adaptor Assembly, Recharge"	Call
Pyro-Chem Hand Portable Extinguishers	Miscellaneous	445690	"Touchup Paint, Tank Red, 12 oz. Spray Can"	1	Call	44.25	22.13			
Pyro-Chem Hand Portable Extinguishers	Miscellaneous	436049	"Touchup Paint, Tank Red, Brush-In Cap Bottle, .6 fl. Oz."	10	Call	29	14.5			
Pyro-Chem Hand Portable Extinguishers	Manuals	553298	PYRO-CHEM Instruction Manual	0.25	Call	1.23	0.61			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	433937	"Maintenance Switch w/Lamp, Surface"	2	Call	452.5	226.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	433936	"Maintenance Switch w/Lamp, Flush"	1	Call	282	141			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	433940	"Abort Switch, Flush Mount"	1	Call	144.5	72.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Releasing Panel	430525	"AUTOPULSE Z-10 Control System, Red, 120/240 VAC"	16.5	Call	1135	567.5			
AUTOPULSE Z10 Conventional  Panel & Accessories	Supervision Modules	431196	Abort Supervision Module	0.1	Call	37	18.5			
AUTOPULSE Z10 Conventional  Panel & Accessories	Supervision Modules	430687	Coil Supervision Module (Release Circuit)	1	Call	48.25	24.13			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	430693	"Semi-flush trim kit, Red  (4 piece)"	1.8	Call	204	102			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	430529	4-Pt Auxiliary Relay Module	1	Call	178	89			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	430531	Class-A Adapter Module	1	Call	144	72			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	431290	Internal Protective Cover (White Plastic)	0.5	Call	41.25	20.63			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	431292	System Board	2	Call	814.5	407.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	431293	Expansion Relay Keypad	0.5	Call	52.5	26.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	431297	Battery Harness	0.2	Call	9.7	4.85			
AUTOPULSE Z10 Conventional  Panel & Accessories	Panel Accessories and Spare Parts	431202	"B-Key, FACU, Ext panels & LCD Annunciator"	0.1	Call	2.55	1.27			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430559	Photo Detector 2.8% ULI	0.3	Call	79.5	39.75			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430560	"Photo Detector 2.8%, 135oF, ROR ULI"	0.2	Call	94.75	47.38			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430562	Photo Detector 3.5% ULI	0.1	Call	79.5	39.75			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430565	"Heat Detector, 135oF, ROR ULI"	0.4	Call	43.25	21.63			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430566	"Heat Detector, 200oF, ROR ULI"	0.5	Call	34.5	17.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430567	2-Wire Base w/LED DRIVER ULI	0.3	Call	41.5	20.75			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430569	2-Wire Base w/RELAY ULI	0.3	Call	53.75	26.88			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430570	2-Wire Base w/REM LED DVR ULI	0.3	Call	72	36			
AUTOPULSE Z10 Conventional  Panel & Accessories	Detectors	430572	Remote LED Alarm Indicator	0.3	Call	111	55.5			
AUTOPULSE Z10 Conventional  Panel & Accessories	Batteries and Battery Chargers	417692	"Battery Pack, 7 AH, 24 VDC (2-12 VDC Batteries)"	15	Call	238.5	119.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Batteries and Battery Chargers	417693	"Battery Pack, 12 AH, 24 VDC (2-12 VDC Batteries)"	22	Call	494	247			
AUTOPULSE Z10 Conventional  Panel & Accessories	Batteries and Battery Chargers	417694	"Battery Pack, 18 AH, 24 VDC (2-12 VDC Batteries)"	20	Call	557	278.5			
AUTOPULSE Z10 Conventional  Panel & Accessories	Batteries and Battery Chargers	417695	"Battery Pack, 25 AH, 24 VDC (2-12 VDC Batteries)"	40	Call	744.5	372.25			
AUTOPULSE Z10 Conventional  Panel & Accessories	Batteries and Battery Chargers	417997	"Battery Pack, 55 AH, 24 VDC (2-12 VDC Batteries)"	85	Call	1169	584.5			
AUTOPULSE Z10 Conventional  Panel & Accessories	Miscellaneous Parts	431206	"Laptop Programmer Download Cable, FACUs"	0.25	Call	66.25	33.13			
AUTOPULSE Z10 Conventional  Panel & Accessories	Miscellaneous Parts	431210	EOL Harness 3.3K 1W	0.1	Call	11.75	5.88			
AUTOPULSE Z10 Conventional  Panel & Accessories	Miscellaneous Parts	431222	EOL Harness 10K 1/2W	0.1	Call	11.75	5.88			
AUTOPULSE Z10 Conventional  Panel & Accessories	FM-200 Clean Agent	OP0001	*Requires External Battery Cabinet with 50 AH Charger (430548 or 430550)	0						
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Control Systems	433607	"AUTOPULSE 542R Agent Releasing Control, 120 VAC"	25	Call	2422	1211			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Control Systems	433608	"AUTOPULSE 542RE Agent Releasing Control, 220 VAC"	25	Call	2422	1211			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Control Systems	433605	"AUTOPULSE 542D Deluge/Preaction Control Unit, 120 VAC"	24	Call	2422	1211			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Control Systems	433606	"AUTOPULSE 542DE Deluge/Preaction Control Unit, 220 VAC"	24	Call	2422	1211			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435355	"Remote LCD Annunciator, AP N-ANN-80"	1.5	Call	758.5	379.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435356	"LED Driver, AP N-ANN-I/O"	1.5	Call	859	429.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435358	"Relay Module, AP N-ANN-RLY"	1.5	Call	606	303			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435897	"Bracket, Relay Module, AP ANN-MBRLY"	1.1	Call	86	43			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435437	"Dress Panel, N-ANN-LED"	3.5	Call	257	128.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435438	Programming Cable (for software flash only)	3.5	Call	83.75	41.88			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435439	"Trim Ring, Semi-Flush Mount"	3.5	Call	250	125			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	418334	EOL Resistor 4.7 K ohm (PCR 100)	0.1	Call	22.5	11.25		EOL Resistor 4.7 K ohm (PCR 100)	Call
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	435359	LED Annunciator Module	1.5	Call	868.5	434.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE 542 Accessories	439206	Seiskit - Commenc (542)	0	Call	344.5	172.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 Control Systems	435472	"AUTOPULSE IQ-318 Replacement Board, 120 VAC"	12	Call	5057	2528.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 Control Systems	435473	"AUTOPULSE IQ-318 Replacement Board, 220 VAC"	12	Call	4608	2304			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	435657	NUP Serial Programming Cable	3.5	Call	40.25	20.13			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	439012	CAB-BM-G B-size Marine/NEMA type 4 cabinet	10	Call	7454	3727			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	439013	PL-BM Mounting Plate	5	Call	788.5	394.25			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	439014	"AP-FILTER-KIT1 Marine Ferrite beads, EMI line filters,hdw."	5	Call	747	373.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	439017	SEISKIT-CAB4	5	Call	326	163			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	439019	SEISKIT-320/B26	5	Call	336	168			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-318 / IQ-636X-2 Accessories	438883	"AWS-3 Web Server (for remote access via Internet; event viewing, device status)"	0	Call	4327	2163.5			
AUTOPULSE Detection and Control Equipment	AUTOPULSE IQ-636X-2 and Modules	434961	"AUTOPULSE IQ-636X-2 Basic Kit, 120 VAC"	0	Call	7934	3967			
